               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  85,            0.015641,            0.046271,           0.0010836,             0.85369,             0.88307,              0.8812,             0.66962,            0.025366,             0.05194,           0.0066511,            0.001684,            0.001684,            0.001684
                  86,            0.015629,            0.046572,           0.0010436,             0.84864,             0.88025,             0.87426,              0.6641,             0.02553,            0.052204,           0.0072883,            0.001585,            0.001585,            0.001585
                  87,            0.015754,            0.047556,          0.00099306,             0.84185,             0.88469,             0.88697,             0.67933,            0.025529,             0.05168,           0.0069216,            0.001486,            0.001486,            0.001486
                  88,            0.015676,            0.047181,           0.0010114,              0.8008,               0.861,              0.8574,             0.64965,            0.025477,            0.052496,           0.0088411,            0.001387,            0.001387,            0.001387
                  89,            0.015513,            0.046591,          0.00092743,             0.83676,             0.86505,             0.86687,             0.65619,            0.025472,            0.052747,           0.0073894,            0.001288,            0.001288,            0.001288
                  90,            0.015308,            0.045242,            0.001045,             0.84044,             0.84225,             0.85656,               0.647,            0.025522,            0.052925,           0.0081167,            0.001189,            0.001189,            0.001189
                  91,            0.015293,            0.045458,          0.00087775,             0.83526,             0.84831,             0.86194,             0.65605,            0.025561,             0.05323,           0.0076583,             0.00109,             0.00109,             0.00109
                  92,            0.015409,            0.046048,          0.00083875,              0.8304,             0.85414,             0.86628,             0.66049,            0.025405,            0.052877,           0.0082444,            0.000991,            0.000991,            0.000991
                  93,            0.015386,            0.045702,          0.00087964,              0.8606,             0.83715,             0.86534,             0.65861,            0.025516,            0.052665,           0.0080549,            0.000892,            0.000892,            0.000892
                  94,            0.015246,            0.045433,          0.00084988,             0.84497,             0.84817,             0.86541,             0.66039,            0.025423,            0.053246,           0.0081896,            0.000793,            0.000793,            0.000793
                  95,            0.015243,            0.046084,          0.00082488,             0.84937,              0.8521,             0.86477,             0.65994,            0.025568,            0.053866,            0.008209,            0.000694,            0.000694,            0.000694
                  96,            0.015168,            0.045344,          0.00074944,             0.85338,             0.83866,             0.86675,              0.6627,            0.025597,            0.053418,           0.0081859,            0.000595,            0.000595,            0.000595
                  97,            0.015005,            0.043972,          0.00083655,             0.84046,             0.84184,             0.86044,             0.65672,            0.025548,            0.053385,           0.0084545,            0.000496,            0.000496,            0.000496
                  98,            0.014928,            0.045215,          0.00080541,             0.83107,             0.85145,             0.85841,             0.65558,            0.025525,            0.053658,           0.0088304,            0.000397,            0.000397,            0.000397
                  99,            0.014907,            0.044153,          0.00080039,             0.84276,             0.84044,             0.86089,             0.65735,            0.025562,             0.05391,            0.008432,            0.000298,            0.000298,            0.000298
